Restaurant address,Challenge name,Location name,Latitude,Longitude
"Address: 316 N Boulder Hwy, Henderson, NV 89015",Omelet House’s 3lb Monster Burger Challenge (Henderson),Where: Omelet House (Henderson),,
"Address: 6520 Boulder Hwy, Las Vegas, NV 89122",Omelet House’s 3lb Monster Burger Challenge (Russell),Where: Omelet House (Russell),,
"Address: 316 N Boulder Hwy, Las Vegas, NV",Omelet House’s Monster Omelet Challenge (Henderson),Where: Omelet House (Henderson),,
"Address: 2160 W Charleston Blvd, Las Vegas, NV 89102",Omelet House’s Monster Omelet Challenge (Rancho),Where: Omelet House (Rancho),,
"Address: 6520 Boulder Hwy, Las Vegas, NV 89122",Omelet House’s Monster Omelet Challenge (Russell),Where: Omelet House (Russell),,
"Address: 730 E Flamingo Rd, Las Vegas, NV 89119
",Mint Indian Bistro’s Inferno Curry Challenge (Paradise),Where: Mint Indian Bistro (Paradise),,
"Address: 4246 S Durango Drive, Las Vegas, NV 89147
",Mint Indian Bistro’s Inferno Curry Challenge (Spring Valley),Where: Mint Indian Bistro (Spring Valley),,
"Address: 3555 S Durango Dr, Ste #B100, Las Vegas, NV 89147",CJ’s Italian Ice & Custard Monster Challenge,Where: CJ's Italian Ice & Custard,,
"Address: 7500 W Lake Mead Blvd, Las Vegas, NV 89128",Windy City Beefs ‘N Dogs’ Sears Tower Sandwich Challenge,Where: Windy City Beefs 'N Dogs,,
"Address: 219 N Center St, Reno, NV 89501",Joy Luck Noodle Bar’s Big Bowl Food Challenge,Where: Joy Luck Noodle Bar (Inside Harrah's Reno),,
"Address: 7150 S Durango Dr, Las Vegas, NV 89113","Stacks & Yolks’ Get Stacked, Get Yolked Pancake Challenge",Where: Stacks & Yolks,,
"Address: 42500 Austin Hwy, Middlegate, NV 89406",The Middlegate Station Monster Burger Challenge,Where: Middlegate Station Restaurant,,
"Address: 237 Tramway Dr, Stateline, NV 89449",Fox & Hound Smokehouse’s Menu Burger Challenge,Where: Fox & Hound Smokehouse Grill (Lake Tahoe),,
"Address: 5225 Vista Blvd, Sparks, NV 89436",Pizza Plus’ Super Monster Mondo Challenge (Sparks Vista Blvd),Where: Pizza Plus (Sparks Vista Blvd),,
"Address: 2211 Oddie Blvd, Sparks, NV 89431",Pizza Plus’ Super Monster Mondo Challenge (Sparks Oddie Blvd),Where: Pizza Plus (Sparks Oddie Blvd),,
"Address: 519 E Prater Way, Sparks, NV 89431",Pizza Plus’ Super Monster Mondo Challenge (Sparks E Prater Way),Where: Pizza Plus (Sparks E Prater Way),,
"Address: 2005 Sierra Highlands Dr, Ste #139, Reno, NV 89523",Pizza Plus’ Super Monster Mondo Challenge (Reno),Where: Pizza Plus (Reno Sierra Highlands Dr),,
"Address: 3900 W Charleston Blvd, Las Vegas, NV 89102",Sonio’s 10lb Get Beefed Challenge,Where: Sonio's Café & Rotisserie,,
"Address: 3620 S Jones Blvd, Las Vegas, NV 89103",Pho 87’s Phozilla Challenge,Where: Pho 87 Vietnamese Bistro,,
"Address: 3240 S Arville St, Las Vegas, NV 89102",Naked City’s Fricken Huge Team Pizza Challenge,Where: Naked City Pizza Shop,,
"Address: 5288 Boulder Hwy, Las Vegas, NV 89122",Chuck Wagon’s Monster Burger Challenge,Where: Chuck Wagon Restaurant (Longhorn Casino),,
"Address: 3785 Las Vegas Blvd S, Ste #1500, Las Vegas, NV 89109",La Salsa Cantina’s El Champion Burrito Challenge,Where: La Salsa Cantina Mexican Restaurant,,
"Address: 7260 S Cimarron Rd, Las Vegas, NV 89113",Born & Raised’s Bar Gamble Slider Challenge,Where: Born And Raised Sports Bar & Restaurant,,
"Address: 1224 Arizona St, Boulder City, NV 89005",The Dillinger Gauntlet Food Challenge,Where: The Dillinger Food & Drinkery,,
"Address: 143 Main St, Kingston, NH 03848",Rick’s “143 Main St” Burger Challenge,Where: Rick’s Food & Spirits,,
"Address: 135 Main St, North Woodstock, NH 03262",Woodstock Inn’s Double Death By Burger Challenge,Where: Woodstock Inn Station & Brewery,,
"Address: 136 Kelley St, Manchester, NH 03102",Chez Vachon’s 5lb Grand Poutine Challenge,Where: Chez Vachon Restaurant,,
"Address: 34 Tarrytown Rd, Manchester, NH 03103",Billy’s Sports Bar’s Burger Challenge,Where: Billy's Sports Bar,,
"Address: 146 King St, Boscawen, NH 03303",Smoke Shack’s Inferno Burger Challenge (Boscawen),Where: Smoke Shack Southern BBQ,,
"Address: 217 Rowan Blvd, Glassboro, NJ 08028",Cookie Munchers’ 10 Cookies With Milk Challenge (Glassboro),Where: Cookie Munchers (Glassboro),,
"Address: 59 E Main St, Freehold, NJ 07728",Tony’s Freehold Grill’s Giant Torta Challenge,Where: Tony's Freehold Grill,,
"Address: 486 Route 57 West, Washington, NJ 07882",Cafe 57’s “Cheesy Beast” Grilled Cheese Burger Challenge,Where: Cafe 57,,
"Address: 1601 US-22, Bound Brook, NJ 08805",22 West Tap’s Ultimate Burger Challenge,Where: 22 West Tap and Grill,,
"Address: 436 Belmont Ave, Haledon, NJ 07508",Jimmy Geez’s Nuclear Wings Challenge (Haledon),Where: Jimmy Geez Sports Bar & Grill (Haledon),,
"Address: 3219 Rt 23 South, Oak Ridge, NJ 07438",Jimmy Geez’s Nuclear Wings Challenge (Oak Ridge),Where: Jimmy Geez North Sports Bar & Grill (Oak Ridge),,
"Address: 910 NJ-36, Leonardo, NJ 07737",TST BBQ’s “Beast” Sandwich Challenge,Where: TST BBQ & Mini Golf,,
"Address: 1670 Oak Tree Rd, Edison, NJ 08820",Papa Pancho’s Spicy Pizza Challenge,Where: Papa Pancho Pizza,,
"Address: 2222 Woodbridge Ave, Edison, NJ 08817",Elixir Bar’s 6lb “Outrageous” Burrito Challenge,Where: Elixir Bar & Grill,,
"Address: 3801 Atlantic Ave, Wildwood, NJ 08260",Pink Cadillac Diner’s PCD Burger challenge,Where: Pink Cadillac Diner,,
"Address: 180 Route 9 N, Englishtown, NJ 07726",Rosalita’s Cantina’s Kitchen Sink Burrito Challenge,Where: Rosalita's Roadside Cantina,,
"Address: 1030 Boardwalk, Ocean City, NJ 08226",The 3 Brothers From Italy 26″ Pizza Challenge,Where: 3 Brothers From Italy Pizza,,
"Address: 159 College Ave, New Brunswick, NJ 08901",The RU Hungry? Rutgers Fat Sandwich Challenge,Where: RU Hungry?,,
"Address: 4010 Boardwalk, Wildwood, NJ 08260",Doo Wop Diner’s Chubby Burger Challenge,Where: Doo Wop Diner,,
"Address: 34 Franklin Ave, Ridgewood, NJ 07450",Brick Lane’s Phaal Curry Challenge (Ridgewood),Where: Brick Lane Curry House (Ridgewood),,
"Address: 540 Valley Rd, Montclair, NJ 07043",Brick Lane’s Phaal Curry Challenge (Upper Montclair),Where: Brick Lane Curry House (Upper Montclair),,
"Address: 1812 Hooper Ave, Toms River, NJ 08753",Johnny G’s Jumbo 32″ Pizza Challenge,Where: Johnny G's Italian Restaurant,,
"Address: 1290 Rte 206, Montgomery, NJ 08540",The Tiger’s Tale 2lb Burger Challenge,Where: Tiger's Tale Bar & Grill,,
"Address: 800 Richmond Ave, Point Pleasant Beach, NJ 08742",Hoffman’s Octopus Ice Cream Sundae Challenge,Where: Hoffman's Ice Cream,,
"Address: 34 Easton Ave, New Brunswick, NJ 08901",Paulie’s 28″ Paulisaurus Rex Team Pizza Challenge,Where: Paulie's Pizzeria Café,,
"Address: 93 Summit Ave, Neptune City, NJ 07753",Carmen’s 18″ XXL Whole Pie Eater’s Club Challenge,Where: Pete & Elda's Bar & Carmen's Pizzeria,,
"Address: 219 Ramapo Valley Rd, Mahwah, NJ 07430",The Mason Jar Burger Challenge,Where: Mason Jar Restaurant,,
"Address: 62 Main St, Little Falls, NJ 07424",Big Daddy’s Dirty Dozen Club Hot Dog Challenge,Where: Big Daddy's Hot Dogs,,
"Address: 22 Lakeside Blvd, Hopatcong, NJ 07843",The Sabretti’s Jumbo Hot Dog Record Challenge,Where: Sabretti's Hot Dogs,,
"Address: 1185 Ringwood Ave, Haskell, NJ 07420",Pizza 1’s Fat Bastard Sandwich Challenge,Where: Pizza 1 Restaurant,,
"Address: 337 W White Horse Pike, Galloway, NJ 08215",The Tailgaters’ Big Pittsburger Challenge,Where: Tailgaters Grille,,
"Address: 2 Bank St, Clinton, NJ 08809",Clinton Station Diner’s Atlas Burger Challenge,Where: Clinton Station Diner,,
"Address: 2 Bank St, Clinton, NJ 08809",Clinton Station Diner’s Zeus Burger Challenge,Where: Clinton Station Diner,,
"Address: 2 Bank St, Clinton, NJ 08809",Clinton Station’s Mount Olympus Burger Challenge,Where: Clinton Station Diner,,
"Address: 100 Springdale Rd, Cherry Hill, NJ 08003",The Kibitz Room’s GBMF Deli Sandwich Challenge,Where: The Kibitz Room,,
"Address: 531 Joralemon St, Belleville, NJ 07109",Michael’s Ultimate Jersey Burger Challenge,Where: Michael's Roscommon House,,
"Address: 688 E Bay Ave, Barnegat, NJ 08005",Sweet Jenny’s Gavone Burger Challenge,Where: Sweet Jenny's Restaurant,,
"Address: 1887 Hooper Ave, Silverton, NJ 08753",Surf Taco’s Tsunami Burrito Challenge (Silverton),Where: Surf Taco (Silverton),,
"Address: 212 SE Central Ave, Seaside Park, NJ 08752",Surf Taco’s Tsunami Burrito Challenge (Seaside Park),Where: Surf Taco (Seaside Park),,
"Address: 35 Broad St, Red Bank, NJ 07701",Surf Taco’s Tsunami Burrito Challenge (Red Bank),Where: Surf Taco (Red Bank),,
"Address: 1300 Richmond Ave, Point Pleasant Beach, NJ 08742",Surf Taco’s Tsunami Burrito Challenge (Point Pleasant Beach),Where: Surf Taco (Point Pleasant Beach),,
"Address: 121 Parker Ave, Manasquan, NJ 08736",Surf Taco’s Tsunami Burrito Challenge (Manasquan),Where: Surf Taco (Manasquan),,
"Address: 94 Brighton Ave, Long Branch, NJ 07740",Surf Taco’s Tsunami Burrito Challenge (Long Branch),Where: Surf Taco (Long Branch),,
"Address: 44 Manchester Ave, Forked River, NJ 08731",Surf Taco’s Tsunami Burrito Challenge (Lacey),Where: Surf Taco (Lacey),,
"Address: 21 Hope Chapel Rd, Jackson, NJ 08527",Surf Taco’s Tsunami Burrito Challenge (Jackson),Where: Surf Taco (Jackson),,
"Address: 1003 Main St, Belmar, NJ 07719",Surf Taco’s Tsunami Burrito Challenge (Belmar),Where: Surf Taco (Belmar),,
"Address: 600 W Hill Ave, Gallup, NM 87301",Genaro’s “Chiquita” Sopapilla Challenge,Where: Genaro's Cafe,,
"Address: 2860 Cerrillos Rd, Ste A1, Santa Fe, NM 87507",The Doctor Field Good’s Burger Challenge,Where: Dr. Field Good's Kitchen,,
"Address: 210 E Main St, Red River, NM 87558",Old Tymer’s 3 Pancake Challenge,Where: Old Tymer's Café,,
"Address: 2500 Broadway Blvd SE, Albuquerque, NM 87102",K & I Diner’s Travis On A Silver Platter Challenge,Where: K & I Diner,,
"Address: 230 6th St SW, Albuquerque, NM 87102",Cecilia’s 10lb Fireman’s Burrito Challenge,Where: Cecilia's Café,,
"Address: 800 E State St, Olean, NY 14760",Hammer Back Bar’s 3lb Cheeseburger Challenge,Where: Hammer Back Bar & Grill,,
"Address: 284 Park St, Tupper Lake, NY 12986",Ohana’s 1950’s Diner’s “Boss” Stuffed Burger Challenge,Where: Ohana's 1950's Diner,,
"Address: 6361 Knickerbocker Rd, Ontario, NY 14519",Heintzelman’s “Behemoth” BBQ Burger Challenge,Where: Heintzelman's BBQ Pit,,
"Address: 8 W 1st St, Patchogue, NY 11772",Aunt Mia’s Pizzeria’s 16″ Pizza Challenge,Where: Aunt Mia's Pizzeria,,
"Address: 2215 Empire Blvd, Webster, NY 14580",Maa’s Diner’s Hog Plate Challenge,Where: Maa’s Diner,,
"Address: 1174 Brooks Ave, Rochester, NY 14624",Mr Theo’s Giant “Messy Plate” Challenge,Where: Mr Theo's Restaurant and Lounge,,
"Address: 548 3rd Ave, New York, NY 10016",Sarge’s Monster Deli Sandwich Challenge,Where: Sarge's Delicatessen & Diner,,
"Address: 871 Connetquot Ave, Islip Terrace, NY 11752 ",KC’s “Tsunami Slice” Pizza Challenge,Where: KC's Pizza n' Wings,,
"Address: 174 Islip Ave, Islip, NY 11751",Dang BBQ’s “Happy Days” Team Burger Challenge,Where: Dang BBQ,,
"Address: 3672 NY-112, Coram, NY 11727",The Burger Shack’s Wings of the Reaper Challenge,Where: The Burger Shack,,
"Address: 204 Canada St, Ste #5A, Lake George, NY 12845",A’ la Mode’s “Freakshake” Milkshake Challenge,Where: A’ la Mode in Historic Lake George,,
"Address: 6492 Main St, Stafford, NY 14143",Red Osier’s “Call Cut” Steak Challenge,Where: Red Osier Landmark Restaurant,,
"Address: 308 Bedford Ave, Bellmore, NY 11710",Spuds Pommes Fries’ Burger Challenge,Where: Spuds Pommes Fries,,
"Address: 31606 NY-3, Felts Mills, NY 13638",Magic’s Golden Unicorn’s Mountain Breakfast Challenge,Where: Magic's Golden Unicorn,,
"Address: 1682, 23 Cinema Dr, Ithaca, NY 14850",Scale House Brew Pub’s “Northeast Beast” Pizza Challenge,Where: Scale House Brew Pub,,
"Address: 1126 Erie Blvd, Schenectady, NY 12305
",Morrette’s King Size Steak Sandwich Challenge,Where: Morrette's King Steakhouse,,
"Address: 111 Congress St, Troy, NY 12180",Famous Lunch’s Mini Hot Dog Record Challenge,Where: Famous Lunch,,
"Address: 409 Rosa Rd, Schenectady, NY 12308
",Paulie’s Phenomenal 24″ Pizza Challenge,Where: Paulie's Pizza of Schenectady,,
"Address: 22 W Main St, Fonda, NY 12068",Italian Oven’s “Greasy Threesome” Pizza Challenge,Where: Italian Oven,,
"Address: 715 Albany St, Schenectady, NY 12307",Newest Lunch’s Hot Dog Record Challenge,Where: Newest Lunch,,
"Address: 61 S Main St, Norfolk, NY 13667",Cafe 56’s Triple Decker Stomach Wrecker Challenge,Where: Cafe 56,,
"Address: 131 Avenue A, Manhattan, NY 10009",Tabetomo’s Megamori Tsukemen Ramen Challenge,Where: TabeTomo Restaurant,,
"Address: 1933, 3643 N Buffalo St, Orchard Park, NY 14127",Capelli’s Colossal Team Pizza Challenge,Where: Cappelli's Pizzeria,,
"Address: 3864 Abbott Rd, Orchard Park, NY 14127",O’Neill’s “Vontae Davis Sauce” Spicy Wing Challenge,Where: O'Neill's Stadium Inn,,
"Address: 276 Oliver St, North Tonawanda, NY 14120",Sticky Face BBQ’s 72oz Ribeye Steak Challenge,Where: Sticky Face BBQ,,
"Address: 3208 Latta Rd, Rochester, NY 14612",Clutch Kitchen & Sports Bar’s “Gameover” Burger Challenge,Where: Clutch Kitchen & Sports Bar,,
"Address: 3208 Latta Rd, Rochester, NY 14612",Clutch Kitchen & Sports Bar’s “You’re Fired” Wing Challenge,Where: Clutch Kitchen & Sports Bar,,
"Address: 4126 Oneida St, New Hartford, NY 13413",O’Baby’s Gourmet Goliath Sandwich Challenge,Where: O'Baby's Gourmet Sandwich Shoppe,,
"Address: 391 2nd Ave, New York, NY 10010",Mi Noodle Bar’s Super Bowl Pho Noodle Challenge,Where: Mi Noodle Bar,,
"Address: 8 E Central Ave, Pearl River, NY 10965",Russo’s OG 7lb Pizzarito Challenge,Where: Russo's House of Pizza,,
"Address: 366 Broad St, Waverly, NY 14892",Rail House Restaurant’s “Freight Train” Burger Challenge,Where: Rail House Restaurant and Taproom,,
"Address: 467 Main St, Highland Falls, NY 10928",The 5lb American Burrito Challenge,Where: American Burrito,,
"Address: 1537 Union Rd, West Seneca, NY 14224",Mooney’s “Moses” Sandwich Challenge (West Seneca),Where: Mooney's Sports Bar & Grill (West Seneca),,
"Address: 11 Main St, Tonawanda, NY 14150",Mooney’s “Moses” Sandwich Challenge (Tonawanda),Where: Mooney's Sports Bar & Grill (Tonawanda),,
"Address: 65 Lake Rd, LeRoy, NY 14482",Mooney’s “Moses” Sandwich Challenge (LeRoy),Where: Mooney's Sports Bar & Grill (LeRoy),,
"Address: 6513 Broadway, Lancaster, NY 14086",Mooney’s “Moses” Sandwich Challenge (Lancaster),Where: Mooney's Sports Bar & Grill (Lancaster),,
"Address: 1531 Military Rd, Kenmore, NY 14217",Mooney’s “Moses” Sandwich Challenge (Kenmore),Where: Mooney's Sports Bar & Grill (Kenmore),,
"Address: 4628 Broadway, Depew, NY 14043",Mooney’s “Moses” Sandwich Challenge (Depew),Where: Mooney's Sports Bar & Grill (Depew),,
"Address: 64 W Market St, Corning, NY 14830",Mooney’s “Moses” Sandwich Challenge (Corning),Where: Mooney's Sports Bar & Grill (Corning),,
"Address: 3300 Chambers Rd, Horseheads, NY 14845",Mooney’s “Moses” Sandwich Challenge (Big Flats),Where: Mooney's Sports Bar & Grill (Big Flats),,
"Address: 4229 Stuhlman Rd, Vernon, NY 13476",Mr G’s “Big Bet” Bacon Cheddar Burger Challenge,Where: Mr G's Food and Spirits,,
"Address: 920 Old Liverpool Rd, Liverpool, NY 13088",Village Burger’s “Towering Inferno” Challenge,Where: Village Burger,,
"Address: 7 W Bridge St, Oswego, NY 13126",Dino’s House of Burgers Challenge,Where: Dino's House of Burgers,,
"Address: 66 River St, Hornell, NY 14843",Milliner’s Southern Smoke “88 Mike Soldier” BBQ Challenge,Where: Milliner's Southern Smoke,,
"Address: 174 Islip Ave, Islip, NY 11751",Dang BBQ’s “Animal House” Challenge,Where: Dang BBQ,,
"Address: 2805 Delaware Ave, Kenmore, NY 14217",King Condrell’s “Maximum Brain Freeze” Ice Cream Challenge,Where: King Condrell's Candy & Ice Cream,,
"Address: 9350 Transit Rd, East Amherst, NY 14051",Jonny C’s #’s Challenge,Where: Jonny C's New York Deli & Caterers,,
"Address: 9350 Transit Rd, East Amherst, NY 14051",Jonny C’s Big Mouth Sandwich Challenge,Where: Jonny C's New York Deli & Caterers,,
"Address: 800R E State St, Olean, NY 14760",The Hammer Back 3lb Burger Challenge,Where: Hammer Back Bar & Grill,,
"Address: 657 E 189th St, Bronx, NY 10458",Burger Lodge’s Lodgzilla Burger Challenge,Where: Burger Lodge,,
"Address: 115 N Water St, Lewiston, NY 14092",The Silo Restaurant’s Sand Dock Sundae Challenge,Where: The Silo Restaurant,,
"Address: 303 Milton Ave, Ballston Spa, NY 12020",Russell’s Deli’s Quad Sandwich Challenge,Where: Russell's Deli,,
"Address: 90 Washington St, New York, NY 10006",The Clinton Hall Burger Challenge,Where: Clinton Hall,,
"Address: 216 Flatbush Ave, Brooklyn, NY 11217",Don Chingon’s Gran Chingon Team Burrito Challenge,Where: Don Chingon,,
"Address: 7408 Pittsford Palmyra Rd, Fairport, NY 14450",T.R. Noonan’s “Cannonball” Shepherd’s Pie Challenge,Where: T.R. Noonan's,,
"Address: 5507 Nesconset Hwy, Mt Sinai, NY 11766",Crazy Crepe Cafe’s Crazy Crepe Challenge (Mt Sinai),Where: Crazy Crepe Cafe (Mt Sinai),,
"Address: 25 St Marks Pl, New York, NY 10003",Kenka’s Jumbo Curry Challenge,Where: Kenka Restaurant,,
"Address: 1070 Middle Country Rd, Selden, NY 11784",Crazy Crepe Cafe’s Crazy Crepe Challenge (Selden),Where: Crazy Crepe Cafe (Selden),,
"Address: 71 E Main St, Smithtown, NY 11787",Crazy Crepe Cafe’s Crazy Crepe Challenge (Smithtown),Where: Crazy Crepe Cafe (Smithtown),,
"Address: 721 Hawkins Ave, Lake Ronkonkoma, NY 11779",Crazy Crepe Cafe’s Crazy Crepe Challenge (Ronkonkoma),Where: Crazy Crepe Cafe (Ronkonkoma),,
"Address: 11 Central Ave, Massapequa, NY 11758",Krisch’s Massapequa Monsta Burger Challenge,Where: Krisch's Restaurant & Ice Cream Parlour,,
"Address: 141 2nd Ave, New York, NY 10003",Otto’s Taco Record Challenge,Where: Otto's Tacos,,
"Address: 212 25th St, Watervliet, NY 12189",Gus’s Mini Hot Dog Record Challenge,Where: Gus's Hot Dogs,,
"Address: 257 Genesee St, Utica, NY 13501",Swifty’s Extreme Burger Challenge,Where: Swifty's Restaurant & Pub,,
"Address: 111 Congress St, Troy, NY 12180",The Famous Hot Dog Record Challenge,Where: Famous Lunch Restaurant,,
"Address: 3709 James St, Syracuse, NY 13206",Mother’s Cupboard’s 6lb Frittata Breakfast Challenge,Where: Mother's Cupboard,,
"Address: 57 Orange Tpk, Sloatsburg, NY 10974",The Pizza Pit’s Atomic Ghost Wing Challenge,Where: The Pizza Pit,,
"Address: 57 Orange Tpk, Sloatsburg, NY 10974",The Pizza Pit’s 28″ Colossal Pizza Challenge,Where: The Pizza Pit,,
"Address: 671 Mariaville Rd, Schenectady, NY 12306",Wagon Train BBQ’s “Graveyard” Burger Challenge,Where: Wagon Train BBQ,,
"Address: 830 Jefferson Rd, Henrietta, NY 14623",Sticky Lips BBQ’s Atomic Bomb Challenge (Henrietta),Where: Sticky Lips BBQ Restaurant (Henrietta),,
